sexta,Inicio,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 22-33"
sexta,Inicio,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sexta,Inicio,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 33-44"
sexta,Inicio,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sexta,Inicio,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 22-33"
sexta,Inicio,Entrega,"Borda não","Refrigerante sim","vl 30-34","tp 33-44"
sexta,Inicio,Buscar,"Borda sim","Refrigerante não","vl 30-34","tp 10-22"
sexta,Pico,Entrega,"Borda não","Refrigerante sim","vl 34-38","tp 22-33"
sexta,Pico,Buscar,"Borda não","Refrigerante não","vl 22-26","tp 33-44"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 44-55"
sexta,Pico,buscar,"Borda não","Refrigerante não","vl 18-22","tp 33-44"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 44-55"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 44-55"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 34-38","tp 10-22"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 14-18","tp 44-55"
sexta,Pico,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 33-44"
sexta,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 44-55"
sexta,Pico,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 22-33"
sexta,Pico,Entrega,"Borda sim","Refrigerante não","vl 34-38","tp 33-44"
sexta,Pico,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 33-44"
sexta,Final,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 22-33"
sexta,Final,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
sexta,Final,Buscar,"Borda não","Refrigerante não","vl 10-14","tp 22-33"
sábado,Inicio,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 10-22"
sábado,Inicio,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 22-33"
sábado,Inicio,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 33-44"
sábado,Inicio,Buscar,"Borda sim","Refrigerante não","vl 30-34","tp 33-44"
sábado,Inicio,Buscar,"Borda não","Refrigerante não","vl 22-26","tp 10-22"
sábado,Inicio,Buscar,"Borda não","Refrigerante sim","vl 22-26","tp 22-33"
sábado,Inicio,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 33-44"
sábado,Inicio,Entrega,"Borda não","Refrigerante sim","vl 34-38","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
sábado,Pico,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 22-33"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante sim","vl 38-42","tp 44-55"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante sim","vl 38-42","tp 44-55"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 26-30","tp 33-44"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 44-55"
sábado,Pico,Entrega,"Borda sim","Refrigerante não","vl 34-38","tp 44-55"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 44-55"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
sábado,Pico,Entrega,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
sábado,Final,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 22-33"
sábado,Final,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 22-33"
domingo,Inicio,Buscar,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
domingo,Inicio,Buscar,"Borda não","Refrigerante não","vl 26-30","tp 22-33"
domingo,Inicio,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 22-33"
domingo,Inicio,Buscar,"Borda não","Refrigerante não","vl 18-22","tp 33-44"
domingo,Inicio,Entrega,"Borda não","Refrigerante sim","vl 38-42","tp 33-44"
domingo,Inicio,Entrega,"Borda não","Refrigerante não","vl 34-38","tp 44-55"
domingo,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
domingo,Pico,Entrega,"Borda não","Refrigerante não","vl 22-26","tp 44-55"
domingo,Pico,Entrega,"Borda não","Refrigerante sim","vl 34-38","tp 44-55"
domingo,Pico,Entrega,"Borda não","Refrigerante não","vl 18-22","tp 44-55"
domingo,Pico,Buscar,"Borda sim","Refrigerante não","vl 22-26","tp 44-55"
domingo,Pico,Buscar,"Borda sim","Refrigerante não","vl 18-22","tp 22-33"
domingo,Pico,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 33-44"
domingo,Pico,Buscar,"Borda não","Refrigerante não","vl 18-22","tp 22-33"
terça,Inicio,Entrega,"Borda não","Refrigerante não","vl 30-34","tp 22-33"
